0.05 -0.02 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 57.00 30.00 48.00
0.04 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 55.00 21.00 51.00
0.04 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 58.00 19.00 50.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 58.00 25.00 52.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 59.00 24.00 57.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 57.00 25.00 52.00
0.04 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 58.00 21.00 54.00
0.04 -0.02 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 50.00 32.00 50.00
0.05 -0.03 0.03 -0.00 0.02 0.99 0.01 0.00 0.00 59.00 34.00 45.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 59.00 28.00 45.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 57.00 18.00 48.00
0.04 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 50.00 23.00 49.00
0.04 -0.02 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 49.00 30.00 46.00
0.05 -0.03 0.03 -0.00 0.02 0.99 0.01 0.00 0.00 54.00 33.00 45.00
0.05 -0.03 0.03 -0.00 0.02 0.99 0.01 0.00 0.00 59.00 28.00 49.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 53.00 19.00 46.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 58.00 29.00 50.00
0.05 -0.03 0.03 -0.00 0.02 0.99 0.01 0.00 0.00 56.00 26.00 46.00
0.05 -0.02 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 57.00 29.00 50.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 58.00 26.00 53.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 57.00 24.00 50.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 56.00 25.00 44.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 56.00 25.00 52.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 57.00 35.00 50.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 56.00 34.00 54.00
0.05 -0.03 0.03 -0.00 0.02 0.99 0.01 0.00 0.00 53.00 29.00 46.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 55.00 24.00 47.00
0.05 -0.03 0.02 -0.00 0.02 0.99 0.01 0.00 0.00 55.00 23.00 49.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 56.00 27.00 49.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 55.00 18.00 47.00
0.05 -0.03 0.03 -0.00 0.02 0.98 0.01 0.00 0.00 59.00 33.00 47.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 57.00 20.00 42.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 59.00 22.00 56.00
0.05 -0.03 0.02 -0.00 0.02 0.98 0.01 0.00 0.00 56.00 22.00 49.00
