0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 3.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 2.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 2.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 3.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 1.00 0.00 1.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 1.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 1.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 1.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 1.00
0.00 -0.03 0.00 -0.00 0.01 0.99 0.00 0.00 0.00 1.00 0.00 2.00
0.00 -0.03 0.00 -0.00 0.01 0.99 0.00 0.00 0.00 1.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.01 0.99 0.00 0.00 0.00 1.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 1.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 1.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 0.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 3.00
0.00 -0.03 0.00 -0.00 0.00 0.99 0.00 0.00 0.00 0.00 0.00 1.00
