0.12 -0.03 0.06 -0.00 0.04 0.98 0.10 0.01 0.01 43.00 17.00 41.00
0.12 -0.03 0.06 -0.00 0.04 0.98 0.10 0.02 0.01 43.00 20.00 41.00
0.12 -0.03 0.06 -0.00 0.04 0.98 0.10 0.02 0.01 44.00 17.00 41.00
0.12 -0.03 0.07 -0.00 0.04 0.98 0.10 0.02 0.01 40.00 18.00 41.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 41.00 16.00 42.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.08 0.02 0.01 42.00 17.00 42.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.08 0.02 0.01 42.00 17.00 42.00
0.11 -0.03 0.08 -0.00 0.04 0.98 0.08 0.02 0.01 41.00 18.00 40.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.08 0.02 0.01 42.00 19.00 38.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.08 0.02 0.01 43.00 16.00 41.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.08 0.02 0.01 43.00 18.00 43.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 43.00 18.00 40.00
0.11 -0.03 0.08 -0.00 0.04 0.98 0.09 0.02 0.01 43.00 19.00 39.00
0.11 -0.03 0.08 -0.00 0.04 0.98 0.09 0.02 0.01 43.00 19.00 39.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 43.00 21.00 40.00
0.12 -0.03 0.07 -0.00 0.04 0.98 0.10 0.02 0.01 43.00 18.00 39.00
0.12 -0.03 0.07 -0.00 0.04 0.98 0.11 0.02 0.01 44.00 19.00 43.00
0.12 -0.03 0.06 -0.00 0.04 0.98 0.11 0.02 0.01 42.00 19.00 43.00
0.12 -0.03 0.07 -0.00 0.04 0.98 0.11 0.02 0.01 44.00 19.00 41.00
0.12 -0.03 0.07 -0.00 0.04 0.98 0.10 0.02 0.01 42.00 17.00 41.00
0.12 -0.03 0.07 -0.00 0.04 0.98 0.10 0.02 0.01 43.00 18.00 43.00
0.12 -0.03 0.07 -0.00 0.04 0.98 0.10 0.02 0.01 43.00 17.00 42.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 41.00 19.00 40.00
0.11 -0.03 0.08 -0.00 0.04 0.98 0.08 0.02 0.01 44.00 20.00 40.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.08 0.02 0.01 42.00 19.00 38.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 41.00 18.00 38.00
0.11 -0.03 0.06 -0.00 0.04 0.98 0.09 0.02 0.01 43.00 18.00 41.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 42.00 18.00 42.00
0.12 -0.03 0.07 -0.00 0.04 0.99 0.09 0.02 0.01 42.00 17.00 40.00
0.11 -0.03 0.06 -0.00 0.04 0.98 0.09 0.02 0.01 43.00 18.00 42.00
0.11 -0.03 0.08 -0.00 0.04 0.98 0.09 0.02 0.01 43.00 19.00 41.00
0.11 -0.03 0.06 -0.00 0.04 0.99 0.09 0.02 0.01 43.00 16.00 40.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 43.00 18.00 40.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.08 0.02 0.01 42.00 19.00 39.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.08 0.02 0.01 43.00 17.00 41.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 43.00 18.00 38.00
0.12 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 42.00 19.00 43.00
0.11 -0.03 0.07 -0.00 0.04 0.98 0.09 0.02 0.01 42.00 21.00 41.00
0.11 -0.03 0.07 -0.00 0.04 0.99 0.09 0.02 0.01 43.00 17.00 40.00
